station_number,state_code,state_name,country
50114,NSW,New South Wales,Australia
50115,NSW,New South Wales,Australia
50116,NSW,New South Wales,Australia
50117,NSW,New South Wales,Australia
50118,NSW,New South Wales,Australia
50119,NSW,New South Wales,Australia
50120,NSW,New South Wales,Australia
50121,NSW,New South Wales,Australia
50122,NSW,New South Wales,Australia
50123,NSW,New South Wales,Australia
50124,NSW,New South Wales,Australia
50125,NSW,New South Wales,Australia
50126,NSW,New South Wales,Australia
50127,NSW,New South Wales,Australia
50128,NSW,New South Wales,Australia
50129,NSW,New South Wales,Australia
50130,NSW,New South Wales,Australia
50131,NSW,New South Wales,Australia
50132,NSW,New South Wales,Australia
50133,NSW,New South Wales,Australia
50134,NSW,New South Wales,Australia
50135,NSW,New South Wales,Australia
50136,NSW,New South Wales,Australia
50137,NSW,New South Wales,Australia
50138,NSW,New South Wales,Australia
50139,NSW,New South Wales,Australia
50140,NSW,New South Wales,Australia
50141,NSW,New South Wales,Australia
50142,NSW,New South Wales,Australia
51000,NSW,New South Wales,Australia
51001,NSW,New South Wales,Australia
51002,NSW,New South Wales,Australia
51003,NSW,New South Wales,Australia
51004,NSW,New South Wales,Australia
51005,NSW,New South Wales,Australia
51006,NSW,New South Wales,Australia
51007,NSW,New South Wales,Australia
51008,NSW,New South Wales,Australia
51009,NSW,New South Wales,Australia
51010,NSW,New South Wales,Australia
51011,NSW,New South Wales,Australia
51012,NSW,New South Wales,Australia
51013,NSW,New South Wales,Australia
51014,NSW,New South Wales,Australia
51015,NSW,New South Wales,Australia
51016,NSW,New South Wales,Australia
51017,NSW,New South Wales,Australia
51018,NSW,New South Wales,Australia
51019,NSW,New South Wales,Australia
51020,NSW,New South Wales,Australia
51021,NSW,New South Wales,Australia
51022,NSW,New South Wales,Australia
51023,NSW,New South Wales,Australia
51024,NSW,New South Wales,Australia
51025,NSW,New South Wales,Australia
51026,NSW,New South Wales,Australia
51027,NSW,New South Wales,Australia
51028,NSW,New South Wales,Australia
51029,NSW,New South Wales,Australia
51030,NSW,New South Wales,Australia
51031,NSW,New South Wales,Australia
51032,NSW,New South Wales,Australia
51033,NSW,New South Wales,Australia
51034,NSW,New South Wales,Australia
51035,NSW,New South Wales,Australia
51036,NSW,New South Wales,Australia
51037,NSW,New South Wales,Australia
51038,NSW,New South Wales,Australia
51039,NSW,New South Wales,Australia
51040,NSW,New South Wales,Australia
51041,NSW,New South Wales,Australia
51042,NSW,New South Wales,Australia
51043,NSW,New South Wales,Australia
51044,NSW,New South Wales,Australia
51045,NSW,New South Wales,Australia
51046,NSW,New South Wales,Australia
51047,NSW,New South Wales,Australia
51048,NSW,New South Wales,Australia
51049,NSW,New South Wales,Australia
51050,NSW,New South Wales,Australia
51051,NSW,New South Wales,Australia
51052,NSW,New South Wales,Australia
51053,NSW,New South Wales,Australia
51054,NSW,New South Wales,Australia
51055,NSW,New South Wales,Australia
51056,NSW,New South Wales,Australia
51057,NSW,New South Wales,Australia
51058,NSW,New South Wales,Australia
51059,NSW,New South Wales,Australia
51060,NSW,New South Wales,Australia
51061,NSW,New South Wales,Australia
51062,NSW,New South Wales,Australia
51063,NSW,New South Wales,Australia
51064,NSW,New South Wales,Australia
51065,NSW,New South Wales,Australia
51066,NSW,New South Wales,Australia
51067,NSW,New South Wales,Australia
51068,NSW,New South Wales,Australia
51069,NSW,New South Wales,Australia
51070,NSW,New South Wales,Australia
51071,NSW,New South Wales,Australia
51072,NSW,New South Wales,Australia
51073,NSW,New South Wales,Australia
51074,NSW,New South Wales,Australia
51075,NSW,New South Wales,Australia
51076,NSW,New South Wales,Australia
51077,NSW,New South Wales,Australia
51078,NSW,New South Wales,Australia
51079,NSW,New South Wales,Australia
51080,NSW,New South Wales,Australia
51081,NSW,New South Wales,Australia
51082,NSW,New South Wales,Australia
51083,NSW,New South Wales,Australia
51084,NSW,New South Wales,Australia
51085,NSW,New South Wales,Australia
51086,NSW,New South Wales,Australia
51087,NSW,New South Wales,Australia
51088,NSW,New South Wales,Australia
51089,NSW,New South Wales,Australia
51090,NSW,New South Wales,Australia
51091,NSW,New South Wales,Australia
51092,NSW,New South Wales,Australia
51093,NSW,New South Wales,Australia
51094,NSW,New South Wales,Australia
51095,NSW,New South Wales,Australia
51096,NSW,New South Wales,Australia
51097,NSW,New South Wales,Australia
51098,NSW,New South Wales,Australia
51099,NSW,New South Wales,Australia
51100,NSW,New South Wales,Australia
51101,NSW,New South Wales,Australia
51102,NSW,New South Wales,Australia
51103,NSW,New South Wales,Australia
51104,NSW,New South Wales,Australia
51105,NSW,New South Wales,Australia
51106,NSW,New South Wales,Australia
51107,NSW,New South Wales,Australia
51108,NSW,New South Wales,Australia
51109,NSW,New South Wales,Australia
51110,NSW,New South Wales,Australia
51111,NSW,New South Wales,Australia
51112,NSW,New South Wales,Australia
51113,NSW,New South Wales,Australia
51114,NSW,New South Wales,Australia
51115,NSW,New South Wales,Australia
51116,NSW,New South Wales,Australia
51117,NSW,New South Wales,Australia
51118,NSW,New South Wales,Australia
51119,NSW,New South Wales,Australia
51120,NSW,New South Wales,Australia
51121,NSW,New South Wales,Australia
51122,NSW,New South Wales,Australia
51123,NSW,New South Wales,Australia
51124,NSW,New South Wales,Australia
51125,NSW,New South Wales,Australia
51126,NSW,New South Wales,Australia
51127,NSW,New South Wales,Australia
51128,NSW,New South Wales,Australia
51129,NSW,New South Wales,Australia
51130,NSW,New South Wales,Australia
51131,NSW,New South Wales,Australia
51132,NSW,New South Wales,Australia
51133,NSW,New South Wales,Australia
51134,NSW,New South Wales,Australia
51135,NSW,New South Wales,Australia
51136,NSW,New South Wales,Australia
51137,NSW,New South Wales,Australia
51138,NSW,New South Wales,Australia
51139,NSW,New South Wales,Australia
51140,NSW,New South Wales,Australia
51141,NSW,New South Wales,Australia
51142,NSW,New South Wales,Australia
51143,NSW,New South Wales,Australia
51144,NSW,New South Wales,Australia
51145,NSW,New South Wales,Australia
51146,NSW,New South Wales,Australia
51147,NSW,New South Wales,Australia
51148,NSW,New South Wales,Australia
51149,NSW,New South Wales,Australia
51150,NSW,New South Wales,Australia
51151,NSW,New South Wales,Australia
51152,NSW,New South Wales,Australia
51153,NSW,New South Wales,Australia
51154,NSW,New South Wales,Australia
51155,NSW,New South Wales,Australia
51156,NSW,New South Wales,Australia
51157,NSW,New South Wales,Australia
51158,NSW,New South Wales,Australia
51159,NSW,New South Wales,Australia
51160,NSW,New South Wales,Australia
51161,NSW,New South Wales,Australia
52000,NSW,New South Wales,Australia
52001,NSW,New South Wales,Australia
52002,NSW,New South Wales,Australia
52003,NSW,New South Wales,Australia
52004,NSW,New South Wales,Australia
52005,NSW,New South Wales,Australia
52006,NSW,New South Wales,Australia
52007,NSW,New South Wales,Australia
52008,NSW,New South Wales,Australia
52009,NSW,New South Wales,Australia
52010,NSW,New South Wales,Australia
52011,NSW,New South Wales,Australia
52012,NSW,New South Wales,Australia
52013,NSW,New South Wales,Australia
52014,NSW,New South Wales,Australia
52015,NSW,New South Wales,Australia
52016,NSW,New South Wales,Australia
52017,NSW,New South Wales,Australia
52018,NSW,New South Wales,Australia
52019,NSW,New South Wales,Australia
52020,NSW,New South Wales,Australia
52021,NSW,New South Wales,Australia
52022,NSW,New South Wales,Australia
52023,NSW,New South Wales,Australia
52024,NSW,New South Wales,Australia
52025,NSW,New South Wales,Australia
52026,NSW,New South Wales,Australia
52027,NSW,New South Wales,Australia
52028,NSW,New South Wales,Australia
52029,NSW,New South Wales,Australia
52030,NSW,New South Wales,Australia
52031,NSW,New South Wales,Australia
52032,NSW,New South Wales,Australia
52033,NSW,New South Wales,Australia
52034,NSW,New South Wales,Australia
52035,NSW,New South Wales,Australia
52036,NSW,New South Wales,Australia
52037,NSW,New South Wales,Australia
52038,NSW,New South Wales,Australia
52039,NSW,New South Wales,Australia
52040,NSW,New South Wales,Australia
52041,NSW,New South Wales,Australia
52042,NSW,New South Wales,Australia
52043,NSW,New South Wales,Australia
52044,NSW,New South Wales,Australia
52045,NSW,New South Wales,Australia
52046,NSW,New South Wales,Australia
52047,NSW,New South Wales,Australia
52048,NSW,New South Wales,Australia
52049,NSW,New South Wales,Australia
52050,NSW,New South Wales,Australia
52051,NSW,New South Wales,Australia
52052,NSW,New South Wales,Australia
52053,NSW,New South Wales,Australia
52054,NSW,New South Wales,Australia
52055,NSW,New South Wales,Australia
52056,NSW,New South Wales,Australia
52058,NSW,New South Wales,Australia
52059,NSW,New South Wales,Australia
52060,NSW,New South Wales,Australia
52061,NSW,New South Wales,Australia
52062,NSW,New South Wales,Australia
52063,NSW,New South Wales,Australia
52064,NSW,New South Wales,Australia
52065,NSW,New South Wales,Australia
52066,NSW,New South Wales,Australia
52067,NSW,New South Wales,Australia
52068,NSW,New South Wales,Australia
52069,NSW,New South Wales,Australia
52070,NSW,New South Wales,Australia
52071,NSW,New South Wales,Australia
52072,NSW,New South Wales,Australia
52073,NSW,New South Wales,Australia
52074,NSW,New South Wales,Australia
52075,NSW,New South Wales,Australia
52076,NSW,New South Wales,Australia
52077,NSW,New South Wales,Australia
52078,NSW,New South Wales,Australia
52080,NSW,New South Wales,Australia
52081,NSW,New South Wales,Australia
52082,NSW,New South Wales,Australia
52083,NSW,New South Wales,Australia
52084,NSW,New South Wales,Australia
52085,NSW,New South Wales,Australia
52086,NSW,New South Wales,Australia
52087,NSW,New South Wales,Australia
52088,NSW,New South Wales,Australia
53000,NSW,New South Wales,Australia
53001,NSW,New South Wales,Australia
53002,NSW,New South Wales,Australia
53003,NSW,New South Wales,Australia
53004,NSW,New South Wales,Australia
53005,NSW,New South Wales,Australia
53007,NSW,New South Wales,Australia
53008,NSW,New South Wales,Australia
53009,NSW,New South Wales,Australia
53010,NSW,New South Wales,Australia
53011,NSW,New South Wales,Australia
53012,NSW,New South Wales,Australia
53013,NSW,New South Wales,Australia
53014,NSW,New South Wales,Australia
53015,NSW,New South Wales,Australia
53016,NSW,New South Wales,Australia
53017,NSW,New South Wales,Australia
53018,NSW,New South Wales,Australia
53019,NSW,New South Wales,Australia
53020,NSW,New South Wales,Australia
53021,NSW,New South Wales,Australia
53022,NSW,New South Wales,Australia
53023,NSW,New South Wales,Australia
53024,NSW,New South Wales,Australia
53025,NSW,New South Wales,Australia
53026,NSW,New South Wales,Australia
53027,NSW,New South Wales,Australia
53028,NSW,New South Wales,Australia
53029,NSW,New South Wales,Australia
53030,NSW,New South Wales,Australia
53031,NSW,New South Wales,Australia
53032,NSW,New South Wales,Australia
53033,NSW,New South Wales,Australia
53034,NSW,New South Wales,Australia
53035,NSW,New South Wales,Australia
53036,NSW,New South Wales,Australia
53037,NSW,New South Wales,Australia
53038,NSW,New South Wales,Australia
53039,NSW,New South Wales,Australia
53040,NSW,New South Wales,Australia
53041,NSW,New South Wales,Australia
53042,NSW,New South Wales,Australia
53043,NSW,New South Wales,Australia
53044,NSW,New South Wales,Australia
53045,NSW,New South Wales,Australia
53046,NSW,New South Wales,Australia
53047,NSW,New South Wales,Australia
53048,NSW,New South Wales,Australia
53049,NSW,New South Wales,Australia
53050,NSW,New South Wales,Australia
53051,NSW,New South Wales,Australia
53052,NSW,New South Wales,Australia
53053,NSW,New South Wales,Australia
53054,NSW,New South Wales,Australia
53055,NSW,New South Wales,Australia
53057,NSW,New South Wales,Australia
53058,NSW,New South Wales,Australia
53059,NSW,New South Wales,Australia
53060,NSW,New South Wales,Australia
53061,NSW,New South Wales,Australia
53062,NSW,New South Wales,Australia
53063,NSW,New South Wales,Australia
53064,NSW,New South Wales,Australia
53065,NSW,New South Wales,Australia
53066,NSW,New South Wales,Australia
53067,NSW,New South Wales,Australia
53068,NSW,New South Wales,Australia
53070,NSW,New South Wales,Australia
53071,NSW,New South Wales,Australia
53072,NSW,New South Wales,Australia
53073,NSW,New South Wales,Australia
53074,NSW,New South Wales,Australia
53075,NSW,New South Wales,Australia
53076,NSW,New South Wales,Australia
53077,NSW,New South Wales,Australia
53078,NSW,New South Wales,Australia
53079,NSW,New South Wales,Australia
53080,NSW,New South Wales,Australia
53081,NSW,New South Wales,Australia
53082,NSW,New South Wales,Australia
53083,NSW,New South Wales,Australia
53084,NSW,New South Wales,Australia
53085,NSW,New South Wales,Australia
53086,NSW,New South Wales,Australia
53087,NSW,New South Wales,Australia
53088,NSW,New South Wales,Australia
53089,NSW,New South Wales,Australia
53090,NSW,New South Wales,Australia
53091,NSW,New South Wales,Australia
53092,NSW,New South Wales,Australia
53093,NSW,New South Wales,Australia
53094,NSW,New South Wales,Australia
53095,NSW,New South Wales,Australia
53096,NSW,New South Wales,Australia
53097,NSW,New South Wales,Australia
53098,NSW,New South Wales,Australia
53099,NSW,New South Wales,Australia
53100,NSW,New South Wales,Australia
53101,NSW,New South Wales,Australia
53103,NSW,New South Wales,Australia
53104,NSW,New South Wales,Australia
53105,NSW,New South Wales,Australia
53106,NSW,New South Wales,Australia
53107,NSW,New South Wales,Australia
53108,NSW,New South Wales,Australia
53109,NSW,New South Wales,Australia
53110,NSW,New South Wales,Australia
53111,NSW,New South Wales,Australia
53113,NSW,New South Wales,Australia
53114,NSW,New South Wales,Australia
53115,NSW,New South Wales,Australia
53116,NSW,New South Wales,Australia
54000,NSW,New South Wales,Australia
54001,NSW,New South Wales,Australia
54002,NSW,New South Wales,Australia
54003,NSW,New South Wales,Australia
54004,NSW,New South Wales,Australia
54005,NSW,New South Wales,Australia
54006,NSW,New South Wales,Australia
54007,NSW,New South Wales,Australia
54008,NSW,New South Wales,Australia
54009,NSW,New South Wales,Australia
54010,NSW,New South Wales,Australia
54011,NSW,New South Wales,Australia
